geo_id,msa,week_starting,population,traveling_work_school_count_avg_weekday,traveling_work_school_proportion_avg_weekday,traveling_work_school_change_in_proportion_since_baseline
14460,"Boston-Cambridge-Newton, MA-NH",01-06-2020,4810989,1808873.0,0.37598776467790718291,0.000000000000000000000
14460,"Boston-Cambridge-Newton, MA-NH",01-13-2020,4810989,1965492.0,0.40854219371526311950,0.086583745790887475251
14460,"Boston-Cambridge-Newton, MA-NH",01-20-2020,4810989,1839653.0,0.38238561759338880218,0.017016119981889275814
14460,"Boston-Cambridge-Newton, MA-NH",01-27-2020,4810989,2039798.0,0.42398725085424223585,0.127662362144827193511
14460,"Boston-Cambridge-Newton, MA-NH",02-03-2020,4810989,1918486.0,0.39877164549742267131,0.060597399596323235530
14460,"Boston-Cambridge-Newton, MA-NH",02-10-2020,4810989,2088993.0,0.43421279907312197139,0.154858854104185313184
14460,"Boston-Cambridge-Newton, MA-NH",02-17-2020,4810989,1740393.0,0.36175368515704359332,-0.037857826392455412855
14460,"Boston-Cambridge-Newton, MA-NH",02-24-2020,4810989,2131096.0,0.44296422211732348588,0.178134672804558418424
14460,"Boston-Cambridge-Newton, MA-NH",03-02-2020,4810989,2152087.0,0.44732735826251109699,0.189739135915014486918
14460,"Boston-Cambridge-Newton, MA-NH",03-09-2020,4810989,2104760.0,0.43749008779691660072,0.163575331159235612439
14460,"Boston-Cambridge-Newton, MA-NH",03-16-2020,4810989,1324987.0,0.27540844512427694181,-0.267506895177273363027
14460,"Boston-Cambridge-Newton, MA-NH",03-23-2020,4810989,1118695.0,0.23252911199755393330,-0.381551385862910220888
14460,"Boston-Cambridge-Newton, MA-NH",03-30-2020,4810989,1053747.0,0.21902918505945451133,-0.417456615251595883178
14460,"Boston-Cambridge-Newton, MA-NH",04-06-2020,4810989,1022103.0,0.21245174329020498696,-0.434950380706660998307
14460,"Boston-Cambridge-Newton, MA-NH",04-13-2020,4810989,1035054.0,0.21514370537949681448,-0.427790674082702323492
14460,"Boston-Cambridge-Newton, MA-NH",04-20-2020,4810989,980085.0,0.20371798813092276869,-0.458179208822288795279
14460,"Boston-Cambridge-Newton, MA-NH",04-27-2020,4810989,889534.0,0.18489628639766168661,-0.508238555166670075787
14460,"Boston-Cambridge-Newton, MA-NH",05-04-2020,4810989,879002.0,0.18270713152742606562,-0.514060965031818154171
14460,"Boston-Cambridge-Newton, MA-NH",05-11-2020,4810989,879221.0,0.18275265231327695823,-0.513939895172297889350
14460,"Boston-Cambridge-Newton, MA-NH",05-18-2020,4810989,933727.0,0.19408213155340824932,-0.483807320911971155528
14460,"Boston-Cambridge-Newton, MA-NH",05-25-2020,4810989,808094.0,0.16796837407027952049,-0.553261063656763078446
14460,"Boston-Cambridge-Newton, MA-NH",06-01-2020,4810989,928300.0,0.19295408906567859540,-0.486807531540356896253
14460,"Boston-Cambridge-Newton, MA-NH",06-08-2020,4810989,978637.0,0.20341701051488581662,-0.458979707254185340809
14460,"Boston-Cambridge-Newton, MA-NH",06-15-2020,4810989,1022303.0,0.21249331478413274277,-0.434839814624907331800
14460,"Boston-Cambridge-Newton, MA-NH",06-22-2020,4810989,1035786.0,0.21529585704727240075,-0.427386002223483904060
14460,"Boston-Cambridge-Newton, MA-NH",06-29-2020,4810989,975302.0,0.20272380585364048847,-0.460823396667427729872
14460,"Boston-Cambridge-Newton, MA-NH",07-06-2020,4810989,1124304.0,0.23369498454475784501,-0.378450560100128643633
14460,"Boston-Cambridge-Newton, MA-NH",07-13-2020,4810989,1145533.0,0.23810759076771948554,-0.366714523352385711978
14460,"Boston-Cambridge-Newton, MA-NH",07-20-2020,4810989,1163269.0,0.24179415084923287083,-0.356909523222470565926
14460,"Boston-Cambridge-Newton, MA-NH",07-27-2020,4810989,1187518.0,0.24683448663050362410,-0.343503938640247269983
14460,"Boston-Cambridge-Newton, MA-NH",08-03-2020,4810989,1198302.0,0.24907602158308821741,-0.337542215512089571801
14460,"Boston-Cambridge-Newton, MA-NH",08-10-2020,4810989,1183434.0,0.24598559672449885044,-0.345761698029657140120
14460,"Boston-Cambridge-Newton, MA-NH",08-17-2020,4810989,1156263.0,0.24033790141694358478,-0.360782653066301503756
14460,"Boston-Cambridge-Newton, MA-NH",08-24-2020,4810989,1148506.0,0.23872555102495557566,-0.365070958547117459331
14460,"Boston-Cambridge-Newton, MA-NH",08-31-2020,4810989,1181815.0,0.24564907548115366716,-0.346656730461453070494
14460,"Boston-Cambridge-Newton, MA-NH",09-07-2020,4810989,1079575.0,0.22439772778528489672,-0.403178111453927390156
14460,"Boston-Cambridge-Newton, MA-NH",09-14-2020,4810989,1215425.0,0.25263516503571303115,-0.328076100422749413575
14460,"Boston-Cambridge-Newton, MA-NH",09-21-2020,4810989,1214956.0,0.25253767988245244377,-0.328335377884461761550
14460,"Boston-Cambridge-Newton, MA-NH",09-28-2020,4810989,1297926.0,0.26978361413838194184,-0.282467038868953210098
14460,"Boston-Cambridge-Newton, MA-NH",10-05-2020,4810989,1181000.0,0.24547967164339806223,-0.347107287244599261524
14460,"Boston-Cambridge-Newton, MA-NH",10-12-2020,4810989,1105744.0,0.22983714990826210577,-0.388711092486868895729
14460,"Boston-Cambridge-Newton, MA-NH",10-19-2020,4810989,1328306.0,0.27609832406600804949,-0.265672051050571267299
14460,"Boston-Cambridge-Newton, MA-NH",10-26-2020,4810989,1181169.0,0.24551479955576701589,-0.347013858905517413324
14460,"Boston-Cambridge-Newton, MA-NH",11-02-2020,4810989,1200625.0,0.24955887448505910115,-0.336257990472520735297
