geo_id,msa,week_starting,population,traveling_work_school_count_avg_weekday,traveling_work_school_proportion_avg_weekday,traveling_work_school_change_in_proportion_since_baseline
12420,"Austin-Round Rock, TX",01-06-2020,2058351,673724.0,0.32731249432191108319,0.000000000000000000000
12420,"Austin-Round Rock, TX",01-13-2020,2058351,747079.0,0.36295024512340217971,0.108879897406059454634
12420,"Austin-Round Rock, TX",01-20-2020,2058351,706698.0,0.34333211391060125314,0.048942890560526268928
12420,"Austin-Round Rock, TX",01-27-2020,2058351,784886.0,0.38131786075358381539,0.164996348653157672871
12420,"Austin-Round Rock, TX",02-03-2020,2058351,744284.0,0.36159236204126507092,0.104731314306748757649
12420,"Austin-Round Rock, TX",02-10-2020,2058351,797600.0,0.38749464984349122186,0.183867577821184936283
12420,"Austin-Round Rock, TX",02-17-2020,2058351,784602.0,0.38117988622931657429,0.164574811050222346260
12420,"Austin-Round Rock, TX",02-24-2020,2058351,833833.0,0.40509757568072695085,0.237647760804127506241
12420,"Austin-Round Rock, TX",03-02-2020,2058351,838736.0,0.40747957952749555348,0.244925221604099007913
12420,"Austin-Round Rock, TX",03-09-2020,2058351,850166.0,0.41303256830346233466,0.261890625834911625556
12420,"Austin-Round Rock, TX",03-16-2020,2058351,542752.0,0.26368291899680861039,-0.194400080745230984782
12420,"Austin-Round Rock, TX",03-23-2020,2058351,492350.0,0.23919632754569070095,-0.269211130967577227478
12420,"Austin-Round Rock, TX",03-30-2020,2058351,466329.0,0.22655465467259957121,-0.307833771692859390488
12420,"Austin-Round Rock, TX",04-06-2020,2058351,460056.0,0.22350706949397843225,-0.317144706140793559375
12420,"Austin-Round Rock, TX",04-13-2020,2058351,485740.0,0.23598501907594963153,-0.279022270247163526885
12420,"Austin-Round Rock, TX",04-20-2020,2058351,461639.0,0.22427613171903139941,-0.314795079290629397186
12420,"Austin-Round Rock, TX",04-27-2020,2058351,412621.0,0.20046192316082145368,-0.387551875842333062194
12420,"Austin-Round Rock, TX",05-04-2020,2058351,412112.0,0.20021463783387770113,-0.388307378095481235637
12420,"Austin-Round Rock, TX",05-11-2020,2058351,406041.0,0.19726518946477058577,-0.397318486501890982074
12420,"Austin-Round Rock, TX",05-18-2020,2058351,429640.0,0.20873019227527277904,-0.362290789700233329950
12420,"Austin-Round Rock, TX",05-25-2020,2058351,360303.0,0.17504448949668934016,-0.465206820597158480312
12420,"Austin-Round Rock, TX",06-01-2020,2058351,420936.0,0.20450156460195564313,-0.375210026657800523664
12420,"Austin-Round Rock, TX",06-08-2020,2058351,436009.0,0.21182441672970256288,-0.352837363668208346430
12420,"Austin-Round Rock, TX",06-15-2020,2058351,446865.0,0.21709854150239682153,-0.336723940367272058000
12420,"Austin-Round Rock, TX",06-22-2020,2058351,425257.0,0.20660081783913433617,-0.368796421086379585716
12420,"Austin-Round Rock, TX",06-29-2020,2058351,405621.0,0.19706114263310776442,-0.397941887182288296091
12420,"Austin-Round Rock, TX",07-06-2020,2058351,441772.0,0.21462423075559027591,-0.344283415760756630293
12420,"Austin-Round Rock, TX",07-13-2020,2058351,455379.0,0.22123486227567601444,-0.324086718003217934938
12420,"Austin-Round Rock, TX",07-20-2020,2058351,463898.0,0.22537361217790357427,-0.311442074202492415284
12420,"Austin-Round Rock, TX",07-27-2020,2058351,468976.0,0.22784063553786501913,-0.303904863119022032769
12420,"Austin-Round Rock, TX",08-03-2020,2058351,476214.0,0.23135704260352097383,-0.293161591393508320904
12420,"Austin-Round Rock, TX",08-10-2020,2058351,476554.0,0.23152222337200992445,-0.292656933699853352404
12420,"Austin-Round Rock, TX",08-17-2020,2058351,475628.0,0.23107234869077237070,-0.294031383771396001915
12420,"Austin-Round Rock, TX",08-24-2020,2058351,480730.0,0.23355103186968597678,-0.286458549791902915742
12420,"Austin-Round Rock, TX",08-31-2020,2058351,490590.0,0.23834127415586554480,-0.271823476675908829123
12420,"Austin-Round Rock, TX",09-07-2020,2058351,442341.0,0.21490066562991443150,-0.343438856267551697734
12420,"Austin-Round Rock, TX",09-14-2020,2058351,507441.0,0.24652792453765174161,-0.246811750805968022516
12420,"Austin-Round Rock, TX",09-21-2020,2058351,496655.0,0.24128780757023461985,-0.262821273993504758616
12420,"Austin-Round Rock, TX",09-28-2020,2058351,546614.0,0.26555917819652722009,-0.188667763060244254319
12420,"Austin-Round Rock, TX",10-05-2020,2058351,499880.0,0.24285459574193128383,-0.258034447340453954429
12420,"Austin-Round Rock, TX",10-12-2020,2058351,492622.0,0.23932847216048186145,-0.268807404812653252666
12420,"Austin-Round Rock, TX",10-19-2020,2058351,580970.0,0.28225020902654600697,-0.137673587403743966377
12420,"Austin-Round Rock, TX",10-26-2020,2058351,540615.0,0.26264470928427658840,-0.197572002778585889751
12420,"Austin-Round Rock, TX",11-02-2020,2058351,548104.0,0.26628305862314056252,-0.186456174932168068812
12420,"Austin-Round Rock, TX",11-09-2020,2058351,575639.0,0.27966027174179719591,-0.145586323182787016638
12420,"Austin-Round Rock, TX",11-16-2020,2058351,525145.0,0.25512898431802933513,-0.220533927839886956680
12420,"Austin-Round Rock, TX",11-23-2020,2058351,347295.0,0.16872486762461795874,-0.484514430241463863551
12420,"Austin-Round Rock, TX",11-30-2020,2058351,545116.0,0.26483141116359649059,-0.190891225486994674368
12420,"Austin-Round Rock, TX",12-07-2020,2058351,417925.0,0.20303874314924908337,-0.379679215821315553540
12420,"Austin-Round Rock, TX",12-14-2020,2058351,362533.0,0.17612788100766098688,-0.461896859841715598661
